,0,1,2,3,4,5,6,7,8,9,10,11
74,5,5,8,1,1,4,2,1,1,2,4,5
75,3,2,5,1,1,3,3,6,2,5,7,5
76,3,2,5,1,1,3,3,6,2,5,7,5
77,1,3,4,1,1,1,3,3,2,1,5,6
78,1,3,2,1,1,1,2,3,5,1,7,5
79,4,8,6,1,1,4,6,1,6,4,4,4
80,6,4,6,1,1,3,1,3,5,1,4,5
81,4,2,5,1,2,4,5,1,6,4,4,5
82,1,4,1,1,1,4,5,3,5,1,4,5
83,1,1,6,1,2,1,3,3,6,4,4,5
84,6,5,1,1,1,1,5,3,2,2,7,6
85,1,8,2,1,1,1,3,3,5,1,7,5
86,3,4,3,1,1,4,6,1,3,3,2,6
87,4,4,6,1,1,3,3,3,5,5,4,5
88,3,2,1,1,1,2,6,1,6,4,4,5
89,1,8,2,1,1,3,1,1,2,1,4,5
90,4,4,6,1,1,2,6,3,1,1,4,5
91,3,4,3,1,1,4,6,1,3,3,2,6
92,3,4,3,1,1,1,6,1,3,3,2,5
93,4,4,6,1,1,3,3,3,5,5,4,5
94,6,7,4,1,1,2,2,5,4,1,7,4
95,6,8,6,1,1,1,2,5,4,1,6,6
96,1,3,4,1,1,3,1,3,2,1,5,5
97,1,4,6,1,1,3,1,3,1,5,4,5
98,4,3,4,1,1,3,1,3,5,1,2,5
99,4,4,6,1,1,1,3,1,1,1,4,6
100,4,8,3,1,1,1,3,1,5,5,7,6
101,4,4,3,1,1,3,1,3,1,1,7,6
102,4,4,6,1,1,1,3,1,1,1,4,6
103,4,8,6,1,1,1,5,3,1,1,4,5
104,1,4,6,1,1,3,3,3,5,1,4,5
105,4,8,6,1,1,1,5,3,1,1,4,5
106,4,2,5,1,2,1,5,1,3,4,4,5
107,6,8,3,1,1,1,5,3,2,2,4,5
108,4,5,8,1,1,1,2,1,5,2,4,6
109,4,3,8,1,1,2,6,3,6,5,4,5
110,4,8,6,1,1,1,3,3,6,2,4,5
111,4,8,2,1,1,1,2,3,6,5,2,5
112,4,8,2,1,1,1,2,3,6,5,2,5
113,5,5,1,1,1,4,3,6,1,5,2,6
114,4,8,6,1,1,1,3,3,6,2,4,5
115,3,2,3,1,1,1,5,3,3,5,7,6
116,4,4,3,1,1,1,3,1,5,5,2,6
117,4,8,2,1,1,3,1,3,5,1,4,6
118,3,8,4,1,1,1,5,3,6,1,5,6
119,1,1,2,1,1,4,2,3,5,1,4,6
120,1,7,2,1,3,3,2,3,1,1,4,5
121,3,8,4,1,1,1,5,3,6,1,5,6
122,1,1,4,1,1,3,1,1,2,1,4,5
123,4,1,4,1,1,1,3,1,2,1,4,5
124,4,4,6,1,1,4,2,3,5,1,4,5
125,3,8,4,1,3,4,2,1,6,5,4,5
126,4,6,4,1,1,3,1,3,2,1,5,5
127,4,6,4,1,1,3,1,3,2,1,5,5
128,4,8,2,1,1,3,1,3,5,2,7,7
129,6,2,2,1,1,3,1,2,5,1,4,5
130,4,1,8,1,1,2,6,3,1,5,4,5
131,6,4,2,1,1,1,2,5,4,5,6,5
132,6,4,2,1,1,1,2,5,4,5,6,5
133,1,4,4,1,1,1,1,2,5,1,2,6
134,4,7,4,1,1,1,1,3,6,1,2,6
135,4,1,2,1,1,1,5,3,6,2,4,5
136,4,1,2,1,1,3,5,3,1,2,4,5
137,1,2,7,1,1,1,3,1,2,5,4,5
138,4,8,6,1,1,1,2,3,5,1,4,5
139,4,8,6,1,1,1,2,3,1,1,4,5
140,4,1,2,1,1,1,5,3,6,2,4,5
141,4,1,2,1,1,3,5,3,1,2,4,5
142,6,2,4,1,1,4,5,5,4,2,6,6
143,6,2,2,1,1,3,1,2,5,1,4,5
144,6,2,4,1,1,4,5,5,4,2,6,6
145,4,1,8,1,1,2,6,3,6,5,4,5
146,6,1,4,1,1,4,2,2,2,1,2,5
147,4,4,6,1,3,3,2,3,6,2,4,5
148,1,4,2,1,1,1,3,3,5,1,7,6
149,4,2,1,1,1,1,3,1,2,5,7,6
150,1,5,1,1,1,3,1,3,5,1,7,6
151,3,4,5,1,2,2,5,6,3,3,4,4
152,1,8,4,1,1,4,2,2,5,1,7,5
153,1,8,4,1,1,4,2,2,5,1,7,5
154,1,2,7,2,1,4,6,1,5,5,7,5
155,1,2,7,2,1,4,6,1,5,5,7,5
156,1,2,7,2,1,4,6,1,5,5,7,5
157,1,2,7,2,1,4,6,1,5,5,7,5
158,1,1,4,1,1,1,1,3,2,1,4,5
159,1,8,6,1,1,1,2,3,4,1,4,6
160,4,7,4,1,1,3,1,3,6,1,4,5
161,4,1,4,1,1,3,1,3,6,4,4,4
162,4,4,4,1,1,1,3,3,5,1,2,6
163,1,8,6,2,1,2,6,1,5,1,4,5
164,1,8,6,2,1,2,6,1,5,1,4,5
165,4,8,1,1,1,1,2,3,6,5,4,5
166,1,1,2,1,1,1,2,2,5,1,7,5
167,1,8,4,1,1,1,3,2,5,1,4,4
168,1,8,2,1,1,1,3,2,2,1,7,6
169,1,1,6,1,2,1,5,3,3,3,4,5
170,4,3,4,1,1,3,1,1,5,1,4,4
171,4,2,6,1,1,3,1,1,1,5,4,6
172,4,2,6,1,1,3,1,1,1,5,4,6
173,1,8,4,1,1,4,3,3,5,1,1,6
174,1,2,6,1,1,3,3,3,5,1,4,5
175,1,4,4,1,1,1,3,3,5,2,4,5
176,1,2,6,1,1,3,3,3,5,1,4,5
177,1,4,7,1,1,3,3,1,4,5,7,6
178,1,3,4,1,1,3,1,3,2,1,4,5
179,3,8,2,1,1,3,3,3,6,1,4,5
180,3,8,2,1,1,3,3,3,6,1,4,5
181,3,8,1,1,3,4,2,1,6,4,4,5
182,1,1,4,1,1,1,3,1,2,1,4,5
183,1,8,6,1,1,1,5,1,2,1,4,5
184,1,8,6,1,1,3,5,3,2,1,4,6
185,3,5,8,1,1,4,2,1,1,1,2,5
186,1,2,1,1,1,1,5,1,5,1,4,5
187,4,1,2,1,1,3,1,1,5,1,2,5
188,4,4,3,1,1,1,6,3,6,1,4,5
189,4,4,3,1,1,1,6,3,6,1,4,5
190,4,4,3,1,1,4,6,1,1,5,4,5
191,6,2,6,1,1,4,3,1,2,5,2,6
192,1,8,2,1,1,1,6,3,1,5,4,5
193,4,8,6,1,1,3,1,3,1,1,2,5
194,4,8,6,1,1,3,1,3,1,1,2,5
195,4,8,3,1,1,4,6,3,1,1,4,5
196,1,8,3,1,1,1,5,3,2,1,7,5
197,2,5,8,1,1,1,1,1,6,4,7,6
198,6,3,2,1,1,1,2,5,2,2,6,7
199,1,7,4,1,1,1,3,2,2,1,1,4
200,3,5,1,1,1,3,1,3,6,2,7,7
201,3,2,1,1,1,2,6,1,3,4,4,5
202,1,4,2,1,1,1,3,2,5,2,4,5
203,1,2,3,1,1,1,3,3,5,1,4,5
204,1,2,7,1,1,1,3,3,5,1,4,6
205,2,5,5,1,1,3,1,6,6,2,5,7
206,2,5,5,1,1,3,1,6,6,2,5,7
207,4,8,3,1,1,4,6,3,1,1,4,5
208,4,2,3,1,1,1,2,3,6,5,4,5
209,5,5,8,1,1,3,1,1,1,2,7,7
210,5,4,8,1,1,3,1,3,1,2,3,6
211,4,1,6,1,1,3,5,3,5,1,2,6
212,2,2,5,1,1,3,1,1,6,5,7,6
213,4,8,6,1,1,4,5,3,1,1,7,5
214,4,1,2,1,1,3,3,1,1,5,2,6
215,1,4,1,2,1,4,6,1,5,2,7,5
216,3,8,2,1,1,1,3,3,6,1,5,5
217,4,1,6,1,1,1,3,3,5,1,4,5
218,1,4,6,1,1,3,3,2,5,1,2,5
219,4,4,3,1,1,4,6,3,1,1,4,5
220,4,2,7,1,1,4,5,3,5,1,4,6
221,1,4,6,1,1,1,5,2,6,1,4,5
222,1,8,4,1,1,3,1,2,5,1,4,5
223,3,1,6,1,1,3,1,1,1,1,2,6
224,4,8,7,1,1,1,5,1,1,1,7,4
225,4,2,6,1,1,4,5,3,5,1,7,6
226,3,8,1,1,2,4,2,3,3,3,4,6
227,3,3,2,1,1,3,1,1,5,5,2,5
228,4,2,6,1,1,4,5,3,5,1,7,6
229,1,4,6,1,1,3,3,3,2,1,5,5
230,6,4,4,1,1,1,2,5,2,5,3,7
231,4,2,4,1,1,1,3,3,5,1,2,6
232,4,2,6,1,1,1,5,1,5,5,4,6
233,1,4,6,1,1,3,3,3,2,1,5,5
234,4,7,2,1,1,3,3,3,1,1,4,6
235,1,8,4,1,1,1,3,3,5,1,4,6
236,1,8,4,1,1,1,3,3,5,1,4,6
237,1,1,4,1,1,1,3,3,5,1,4,6
238,1,8,4,1,1,1,3,3,5,1,4,6
239,4,7,2,1,1,3,3,3,1,1,4,6
240,3,8,7,1,3,3,5,1,3,4,4,5
241,2,2,8,1,1,3,1,6,6,5,5,6
242,4,8,2,1,1,4,2,2,3,1,2,6
243,7,5,1,1,1,3,1,6,3,2,4,7
244,7,5,1,1,1,3,1,6,3,2,4,7
245,1,1,4,1,1,3,1,1,4,2,2,6
246,1,1,2,1,1,1,3,3,5,1,4,5
247,4,8,6,1,1,1,5,3,6,1,4,5
248,4,4,4,1,1,3,3,3,5,1,2,6
249,1,1,4,1,1,3,1,1,4,2,2,6
250,5,5,1,1,1,1,3,1,6,2,2,6
251,1,8,4,1,1,1,3,1,2,5,2,6
252,5,2,1,1,1,3,1,6,6,1,7,5
253,4,3,7,1,1,3,2,3,1,1,4,5
254,1,8,4,1,1,1,3,1,2,5,2,6
255,4,8,6,1,1,1,6,3,1,1,4,5
256,3,2,7,1,1,3,1,1,6,5,4,5
257,1,1,4,1,1,1,5,3,2,5,4,5
258,4,2,5,1,2,3,3,3,3,4,4,5
259,5,5,1,1,1,1,3,6,5,2,7,7
260,4,5,6,1,1,1,3,3,1,5,4,5
261,1,7,4,1,1,1,5,2,5,1,4,4
262,4,4,4,1,1,3,3,2,5,1,2,5
263,4,2,6,1,1,4,3,3,1,5,4,5
264,2,8,1,1,1,3,1,6,3,2,5,5
265,2,5,8,1,1,3,1,3,6,5,7,7
266,4,3,4,1,1,4,5,6,4,5,2,4
267,4,2,1,1,1,1,3,1,5,2,6,8
268,1,4,4,1,1,3,1,6,4,2,4,6
269,2,5,1,2,1,3,1,6,1,4,7,6
270,4,4,4,2,1,4,5,3,5,5,5,6
271,2,5,1,2,1,3,1,6,1,4,7,6
272,5,2,8,2,1,1,5,6,6,2,7,5
273,4,1,6,1,1,3,3,1,1,5,4,5
274,1,1,6,2,1,4,2,6,5,2,4,5
275,4,4,4,2,1,4,5,3,5,5,5,6
276,1,4,4,1,1,3,1,6,4,2,4,6
277,2,5,1,2,1,3,1,6,1,4,7,6
278,5,5,1,2,1,3,1,1,1,2,3,8
279,3,2,3,2,1,3,3,6,5,2,7,7
280,2,5,1,1,1,3,1,6,6,2,4,6
281,4,5,5,1,2,3,1,1,1,4,2,7
282,4,4,2,1,1,1,5,1,5,1,4,5
283,3,2,3,2,1,3,3,6,5,2,7,7
284,5,8,2,1,1,2,5,6,1,5,2,5
285,5,8,2,1,1,2,5,6,1,5,2,5
286,2,4,8,1,1,4,3,6,3,2,7,6
287,1,2,2,1,1,4,5,3,5,5,7,6
288,3,4,2,1,1,4,3,1,5,2,5,7
289,2,2,8,1,1,2,2,4,6,2,4,5
290,3,4,2,1,1,4,3,1,5,2,5,7
291,5,5,1,1,2,3,1,1,1,5,7,5
292,5,8,6,1,1,1,3,6,6,5,7,6
293,1,2,6,1,1,3,1,3,5,1,7,6
294,7,2,8,1,1,1,5,4,3,2,4,6
295,5,4,1,1,1,3,1,6,3,5,4,5
296,5,3,7,1,1,4,5,1,6,1,2,5
297,1,8,4,1,1,3,1,6,4,5,4,5
298,1,1,4,1,1,3,3,6,4,2,2,5
299,1,1,4,1,1,3,3,1,4,5,4,5
300,1,4,4,1,1,4,3,3,5,1,5,6
301,5,5,1,1,1,3,1,1,6,5,7,6
302,4,1,2,1,1,1,1,6,2,5,2,5
303,1,1,2,1,3,3,1,3,5,1,4,5
304,4,1,8,1,1,1,2,1,6,1,4,5
305,5,4,1,1,1,3,1,6,6,1,4,6
306,4,8,3,1,1,3,5,3,5,1,4,5
307,5,2,7,1,3,3,1,6,6,5,4,6
308,5,2,1,1,3,3,1,6,6,5,4,6
309,1,5,7,1,1,3,3,3,5,1,4,6
310,5,4,1,1,1,3,1,6,6,1,4,6
311,4,4,6,1,1,1,2,3,1,1,4,6
312,3,4,3,1,1,1,2,1,1,5,4,6
313,3,4,3,1,1,2,6,1,1,1,4,5
314,1,2,3,1,1,4,5,3,5,5,5,5
315,1,2,3,1,1,4,5,3,5,5,5,6
316,3,8,6,1,1,2,2,6,1,5,7,5
317,3,3,2,1,1,2,5,6,1,5,7,6
318,5,1,7,1,1,4,5,6,5,5,1,7
319,3,3,2,1,1,2,5,6,1,5,7,6
320,5,1,7,1,1,4,5,6,5,5,1,7
321,3,8,6,1,1,4,2,6,1,5,2,5
322,4,8,4,1,1,3,1,1,1,5,4,5
323,5,8,7,1,1,2,5,6,1,5,4,6
324,5,4,6,3,1,1,3,4,6,5,4,6
325,5,4,6,3,1,1,3,4,6,5,4,6
326,2,4,5,1,1,3,1,1,3,5,1,7
327,5,2,1,2,1,3,1,1,1,2,1,5
328,7,5,5,1,1,3,1,6,6,5,2,6
329,5,4,7,1,1,3,1,1,6,5,4,5
330,5,2,5,1,1,3,3,1,1,5,3,6
331,5,2,5,1,1,3,3,1,1,5,3,6
332,4,8,3,1,1,4,6,1,6,1,4,6
333,4,8,2,1,1,1,3,3,6,1,5,5
334,4,1,4,1,1,1,3,3,5,5,1,7
335,2,1,8,1,1,3,1,6,6,2,3,7
336,3,2,1,1,1,3,1,2,5,5,3,6
337,4,2,3,1,1,4,5,1,1,5,7,5
338,2,4,8,1,1,4,2,4,6,4,1,6
339,2,5,8,1,1,1,1,6,6,4,2,7
340,2,2,1,1,1,3,1,6,6,4,4,6
341,5,2,1,1,1,3,1,1,6,2,1,6
342,5,2,1,1,1,3,1,1,1,2,2,6
343,5,2,1,1,1,3,1,1,1,2,2,6
344,2,8,1,1,1,3,3,4,6,2,5,6
345,1,1,4,1,1,2,5,1,4,2,2,5
346,1,3,4,1,1,1,3,2,4,2,3,7
347,7,4,5,1,1,3,1,6,3,2,3,6
348,3,8,3,1,1,1,3,1,6,2,2,6
349,3,3,4,1,1,1,1,6,5,2,4,6
350,5,1,6,1,1,1,3,6,1,4,2,6
351,3,3,4,1,1,1,1,6,5,2,4,6
352,4,1,4,1,1,3,1,1,1,5,4,5
353,7,4,5,2,1,4,5,4,6,2,6,5
354,6,5,7,1,1,2,6,5,1,1,1,6
355,1,3,4,1,1,1,3,2,2,5,6,6
356,2,2,8,1,1,4,5,6,1,2,5,5
357,5,2,5,1,1,1,1,3,1,2,1,7
358,2,2,5,1,1,3,1,6,6,2,7,7
359,2,2,5,1,1,3,3,4,6,5,2,6
360,4,1,6,1,1,1,2,1,6,5,4,5
361,3,4,3,1,1,4,3,1,5,2,2,6
362,2,8,5,1,1,3,3,6,3,1,2,5
363,2,4,5,1,1,3,1,6,3,2,7,5
364,2,8,5,2,1,3,3,4,3,5,2,7
365,5,2,1,1,1,3,1,1,1,2,1,6
366,2,8,5,2,1,3,3,4,3,5,2,7
367,5,8,8,1,1,1,1,6,6,5,4,5
368,5,2,8,1,3,1,5,6,6,5,4,5
369,3,5,8,1,1,3,1,3,6,4,3,7
370,1,3,4,1,1,2,5,1,2,2,2,5
371,4,5,7,1,1,1,1,3,1,2,4,6
372,3,5,1,1,1,4,3,3,1,4,5,6
373,1,8,6,1,1,1,5,3,3,5,4,5
374,7,2,5,1,1,3,3,4,3,2,5,6
375,2,4,5,2,1,3,1,1,3,2,1,7
376,2,4,1,1,1,1,3,6,1,4,5,6
377,3,5,8,1,1,3,1,3,6,4,3,7
378,2,8,5,2,1,3,1,6,6,4,6,6
379,4,2,7,1,1,4,5,1,1,5,5,6
380,4,5,7,1,1,1,1,1,6,2,4,6
381,7,2,5,1,1,1,3,4,3,2,2,6
382,4,5,7,1,1,1,1,1,6,2,4,6
383,4,5,7,1,1,1,1,1,6,2,4,6
384,4,4,3,1,1,4,5,1,5,5,4,5
385,1,8,2,1,1,1,3,1,5,2,2,6
386,4,4,6,1,1,4,3,1,5,5,4,6
387,4,1,2,1,1,1,3,1,1,1,4,6
388,4,4,6,1,1,4,5,1,5,5,4,6
389,3,2,3,1,1,1,3,1,6,5,2,7
390,6,3,4,1,1,1,2,5,2,2,6,8
391,7,2,5,1,1,1,3,4,3,2,2,6
392,3,2,8,1,1,3,1,1,6,1,4,5
393,4,1,8,1,1,1,2,3,6,1,4,5
394,2,8,5,1,1,3,1,6,3,1,2,5
395,2,2,5,2,1,3,3,6,6,1,6,7
396,1,1,4,2,1,5,6,6,2,1,2,5
397,2,8,8,1,1,1,3,6,6,5,5,6
398,2,8,8,1,1,1,3,6,6,5,5,6
399,3,3,6,1,1,3,3,3,3,1,4,5
400,1,1,4,2,1,5,6,6,2,1,2,5
401,4,5,3,1,1,4,3,2,1,1,5,6
402,2,4,8,1,1,1,5,6,3,5,7,6
403,2,8,1,1,1,3,3,6,6,5,7,6
404,4,1,4,1,1,1,1,1,1,5,4,5
405,3,5,1,1,1,1,1,3,5,2,7,6
406,5,2,1,1,1,3,1,1,1,5,5,6
407,2,2,5,1,1,1,3,6,6,5,5,7
408,5,2,8,1,3,3,1,3,6,5,1,6
409,2,4,1,2,1,4,3,1,3,1,4,4
410,3,2,3,1,1,4,2,6,5,5,4,6
411,3,4,3,1,1,4,5,6,5,5,4,5
412,1,1,2,1,1,1,5,3,1,5,4,5
413,5,2,8,2,1,3,1,6,1,2,1,7
414,3,4,3,1,1,4,6,1,1,5,4,5
415,3,1,6,2,1,2,6,4,1,4,4,5
416,5,4,5,1,1,3,1,3,1,5,1,6
417,1,8,2,1,1,2,6,2,2,1,7,5
418,2,2,1,1,1,3,1,6,1,2,7,6
419,1,3,4,1,1,2,5,1,4,5,2,5
420,3,8,3,1,1,2,5,1,1,5,1,7
421,1,3,4,1,1,2,3,2,2,1,3,7
422,4,7,6,1,1,1,5,2,5,1,5,5
423,5,5,1,1,1,3,1,1,6,2,5,7
424,4,7,6,1,1,1,5,2,5,1,5,5
425,1,3,4,1,1,2,3,2,2,1,3,7
426,6,1,2,1,1,1,3,2,2,1,1,6
427,3,3,6,1,1,3,3,6,1,1,5,6
428,3,4,3,1,1,3,3,1,1,1,4,5
429,2,3,5,1,1,1,3,6,3,1,7,6
430,5,5,1,1,1,3,1,1,6,2,5,7
431,4,8,3,1,1,4,5,1,1,1,4,5
432,2,2,5,1,1,1,1,3,3,5,6,6
433,2,2,5,1,1,3,1,6,6,1,4,5
434,5,2,8,1,1,4,5,6,6,2,2,6
435,2,2,5,1,1,3,1,6,6,1,4,5
436,4,1,3,1,1,2,5,3,1,1,7,6
437,5,4,5,1,1,3,1,6,6,5,1,6
438,5,2,8,1,1,4,5,6,6,2,2,6
439,1,8,6,1,1,3,3,2,3,1,4,5
440,2,5,5,1,1,3,1,6,3,2,2,8
441,2,2,5,1,1,3,1,6,3,5,1,6
442,7,1,5,1,1,3,3,4,3,5,1,7
443,5,2,1,1,1,1,1,3,1,5,1,7
444,6,8,4,1,1,3,1,5,2,2,3,7
445,3,1,2,1,1,3,3,6,1,1,7,6
446,2,2,8,1,1,2,5,6,3,5,7,5
447,3,4,3,1,1,3,1,3,6,5,1,5
448,3,4,6,1,1,3,1,3,6,1,7,6
449,2,2,5,1,1,1,3,6,3,5,5,6
450,2,2,5,1,1,1,3,6,3,5,5,6
451,4,2,8,1,2,3,1,1,3,4,4,6
452,1,8,4,1,1,1,3,3,2,5,2,6
453,5,5,5,1,1,3,1,6,1,5,1,7
454,1,5,7,1,1,4,5,2,2,5,5,5
455,2,8,5,2,1,3,1,6,6,5,6,8
456,3,8,7,1,1,3,1,6,5,1,7,5
457,3,8,6,1,1,4,5,6,1,1,4,5
458,5,5,5,1,1,3,1,6,1,5,1,7
459,2,8,5,1,1,3,3,4,1,1,4,3
460,3,2,8,1,1,1,1,1,5,5,1,6
461,4,8,6,1,1,3,1,1,1,5,4,5
462,5,5,5,1,1,3,1,3,6,5,1,5
463,4,1,5,1,1,4,6,1,3,1,4,5
464,2,5,8,1,1,3,1,6,3,5,4,6
465,5,5,7,1,1,3,1,4,2,2,2,5
466,5,4,7,1,1,4,3,1,6,5,1,6
467,3,4,1,1,1,3,1,2,1,2,6,6
468,2,2,5,1,1,3,1,6,6,5,4,6
469,3,3,4,1,1,2,3,2,6,1,2,5
470,2,5,5,1,1,1,3,6,3,5,5,5
471,3,4,7,1,1,4,5,3,6,5,1,6
472,2,2,8,1,1,4,5,6,6,2,7,6
473,5,2,8,1,1,3,1,1,1,2,5,5
474,5,5,1,1,1,3,1,1,6,2,4,6
475,3,1,6,1,1,3,1,6,6,1,7,5
476,3,5,7,1,1,3,1,1,1,5,2,5
477,5,5,1,1,1,3,1,1,6,4,5,6
478,3,1,6,1,1,3,1,6,6,1,7,5
479,3,1,2,1,1,3,3,1,6,5,7,6
480,5,5,7,3,1,3,1,4,6,5,4,5
481,3,5,8,1,1,3,1,3,6,2,1,8
482,5,2,8,1,3,3,1,6,3,4,4,5
483,5,2,8,1,3,3,1,6,3,4,4,5
484,5,2,5,2,1,3,1,3,3,5,6,6
485,5,1,7,1,1,3,1,1,6,1,2,5
486,5,1,7,1,1,3,1,1,6,1,2,5
487,5,1,7,1,1,3,1,1,6,1,2,6
488,2,5,8,1,1,2,5,6,1,2,5,7
489,3,2,7,1,1,3,1,1,5,2,7,6
490,3,3,3,1,1,4,5,1,1,5,5,6
491,3,2,1,1,1,1,1,2,5,2,6,7
492,3,2,1,1,1,1,1,2,1,2,6,7
493,3,1,3,1,1,4,2,6,2,5,1,6
494,1,2,6,2,1,4,2,2,2,1,3,6
495,5,2,8,1,1,3,1,1,6,5,5,8
496,4,4,6,1,1,1,3,1,5,5,4,6
497,1,2,3,1,1,2,6,3,1,2,5,5
498,5,2,8,1,1,3,1,1,6,5,5,8
499,3,1,3,1,1,4,2,6,2,5,1,6
500,4,4,6,1,1,1,3,1,5,5,4,6
501,5,2,5,2,1,2,5,6,6,2,3,7
502,5,2,5,2,1,2,5,6,6,2,3,7
503,5,5,1,1,1,3,1,1,6,4,5,7
504,5,5,7,1,1,3,1,1,6,4,5,7
505,5,4,5,1,1,3,1,3,6,2,3,7
506,5,5,1,1,1,3,1,1,1,4,5,7
507,2,1,8,1,1,3,1,6,6,5,4,6
508,5,8,3,1,1,4,5,6,6,5,7,6
509,7,5,5,1,1,4,3,6,3,5,1,7
510,2,2,1,2,1,1,3,1,3,5,4,5
511,5,8,3,1,1,4,5,6,6,5,7,6
512,5,2,1,1,1,1,3,1,3,2,2,6
513,5,4,5,1,1,3,1,1,3,5,1,7
514,5,4,5,1,1,3,1,1,3,5,1,7
515,4,1,1,2,1,2,6,4,1,4,4,5
516,2,8,1,2,1,3,1,4,1,5,1,6
517,5,8,1,1,3,3,1,6,6,5,4,3
518,5,5,1,1,1,1,3,1,6,5,1,6
519,1,2,1,1,1,2,2,3,5,2,5,5
520,5,5,1,1,1,1,3,1,5,2,2,6
521,4,2,1,1,1,1,3,1,2,5,4,5
522,4,2,1,1,1,5,6,1,5,4,2,5
523,3,2,1,1,1,2,6,1,6,1,4,5
524,3,2,1,1,1,4,6,1,1,5,4,5
525,5,1,6,1,1,4,5,6,1,5,2,5
526,1,2,1,1,1,2,2,3,5,2,5,5
527,1,2,1,1,1,2,2,3,5,2,1,6
528,4,2,1,1,1,2,5,6,5,2,4,6
529,5,8,6,1,1,3,3,1,3,1,4,5
530,3,5,6,1,1,3,1,6,5,2,7,6
531,2,2,1,1,1,1,3,6,6,5,7,5
532,2,2,1,1,1,1,3,6,6,5,7,5
533,5,5,6,1,1,1,3,2,6,5,6,6
534,5,4,6,1,1,1,3,6,1,1,2,6
535,3,5,6,1,1,3,1,6,5,2,7,6
