,0,1,2,3,4,5,6,7,8,9,10,11
46,3,7,2,1,1,2,3,3,4,1,2,5
47,7,5,2,1,1,3,4,3,4,4,2,5
48,6,2,3,1,1,1,1,3,4,4,2,5
49,6,5,2,1,1,3,5,2,4,4,2,5
50,7,1,3,1,1,1,1,3,2,3,2,5
51,1,4,1,1,1,1,1,2,1,1,2,6
52,1,4,1,1,1,1,1,2,1,1,2,6
53,7,2,2,1,1,2,3,3,2,4,2,5
54,3,4,1,1,1,2,2,2,2,1,6,6
55,3,8,1,1,1,2,4,3,4,4,2,5
56,2,2,4,1,1,1,1,3,6,1,2,5
57,3,8,1,2,1,4,5,1,4,3,2,5
58,3,8,3,1,1,3,2,3,1,4,6,5
59,1,2,3,1,1,1,4,3,1,4,2,6
60,7,2,2,1,1,3,2,3,1,1,2,5
61,3,1,2,1,1,3,5,3,2,1,2,5
62,3,4,3,1,1,3,4,3,1,1,2,7
63,1,1,1,1,1,3,2,3,1,4,6,5
64,1,1,1,2,1,1,1,3,1,4,5,5
65,1,1,1,2,1,1,1,3,1,4,5,5
66,3,4,1,1,1,1,4,3,1,4,2,5
67,1,1,1,1,1,1,1,3,1,4,3,5
68,7,5,4,1,1,2,2,3,4,3,3,5
69,3,1,1,1,1,1,1,3,4,3,3,6
70,3,8,1,1,1,3,1,3,4,4,2,6
71,3,1,3,1,1,3,5,3,4,4,2,5
72,3,1,3,1,1,3,5,3,4,4,2,5
73,3,1,3,1,1,1,4,3,4,4,2,4
74,2,5,4,1,1,2,5,1,4,3,2,5
75,7,2,4,1,1,1,4,1,5,1,3,5
76,7,2,4,1,1,1,4,1,5,1,3,5
77,1,3,1,1,1,3,4,3,5,4,3,6
78,1,3,1,1,1,3,5,3,1,4,6,5
79,3,8,3,1,1,2,3,3,2,5,2,4
80,6,4,3,1,1,1,1,3,1,4,2,5
81,3,2,4,1,2,2,2,3,2,5,2,5
82,1,4,2,1,1,3,2,3,1,4,2,5
83,1,1,3,1,2,3,4,3,2,5,2,5
84,6,5,2,1,1,3,2,3,1,3,3,6
85,1,8,1,1,1,3,4,3,1,4,6,5
86,7,4,3,1,1,3,3,3,6,2,6,6
87,3,4,3,1,1,1,4,3,1,1,2,5
88,7,2,2,1,1,2,3,3,2,5,2,5
89,1,8,1,1,1,1,1,3,5,4,2,5
90,3,4,3,1,1,4,3,3,2,4,2,5
91,7,4,3,1,1,3,3,3,6,2,6,6
92,7,4,3,1,1,3,3,3,6,2,6,5
93,3,4,3,1,1,1,4,3,1,1,2,5
94,6,7,1,1,1,4,5,2,3,4,3,4
95,6,8,3,1,1,3,5,2,3,1,4,6
96,1,3,1,1,1,1,1,3,1,4,3,5
97,1,4,3,1,1,1,1,3,4,1,2,5
98,3,3,1,1,1,1,1,3,1,4,6,5
99,3,4,3,1,1,3,4,3,4,4,2,6
100,3,8,3,1,1,1,4,3,1,1,6,6
101,3,4,3,1,1,1,1,3,4,4,3,6
102,3,4,3,1,1,3,4,3,4,4,2,6
103,3,8,3,1,1,3,2,3,4,4,2,5
104,1,4,3,1,1,1,4,3,4,4,2,5
105,3,8,3,1,1,3,2,3,4,4,2,5
106,3,2,4,1,2,3,2,3,6,5,2,5
107,6,8,3,1,1,3,2,3,1,3,2,5
108,3,5,2,1,1,3,5,3,1,3,2,6
109,3,3,2,1,1,4,3,3,2,1,2,5
110,3,8,3,1,1,3,4,3,2,3,2,5
111,3,8,1,1,1,1,5,3,2,1,6,5
112,3,8,1,1,1,3,5,3,2,1,6,5
113,2,5,2,1,1,2,4,1,4,1,6,6
114,3,8,3,1,1,3,4,3,2,3,2,5
115,7,2,3,1,1,3,2,3,6,1,3,6
116,3,4,3,1,1,1,4,3,1,1,6,6
117,3,8,1,1,1,1,1,3,1,4,2,6
118,7,8,1,1,1,3,2,3,2,1,5,6
119,1,1,1,1,1,2,5,3,4,4,2,6
120,1,7,1,1,3,1,5,3,4,4,2,5
121,7,8,1,1,1,3,2,3,2,1,5,6
122,1,1,1,1,1,1,1,3,5,4,2,5
123,3,1,1,1,1,1,4,3,1,4,2,5
124,3,4,3,1,1,3,5,3,1,4,2,5
125,7,8,1,1,3,2,5,1,2,1,2,5
126,3,6,1,1,1,1,1,3,5,4,5,5
127,3,6,1,1,1,1,1,3,5,4,5,5
128,3,8,3,1,1,1,1,3,1,3,3,7
129,6,2,1,1,1,1,1,2,1,4,2,5
130,3,1,4,1,1,2,3,3,4,1,2,5
131,6,4,1,1,1,3,5,2,3,1,4,5
132,6,4,1,1,1,3,5,2,3,1,4,5
133,1,4,1,1,1,3,1,2,1,4,6,6
134,3,7,1,1,1,3,1,3,2,4,6,6
135,3,1,1,1,1,3,2,3,2,3,2,5
136,3,1,1,1,1,1,2,3,2,3,2,5
137,1,2,2,1,1,3,4,3,5,1,2,5
138,3,8,3,1,1,3,5,3,4,4,2,5
139,3,8,3,1,1,3,5,3,4,4,2,5
140,3,1,1,1,1,3,2,3,2,3,2,5
141,3,1,1,1,1,1,2,3,2,3,2,5
142,6,2,1,1,1,2,2,2,3,3,7,6
143,6,2,1,1,1,1,1,2,4,4,2,5
144,6,2,1,1,1,2,2,2,3,3,7,6
145,3,1,4,1,1,2,3,3,2,1,2,5
146,6,1,1,1,1,3,5,2,5,4,6,5
147,3,4,3,1,3,1,5,3,2,3,2,5
148,1,4,1,1,1,3,4,3,1,4,6,6
149,3,2,2,1,1,1,4,3,5,1,3,6
150,1,5,2,1,1,1,1,3,4,4,3,6
151,7,4,4,1,2,2,2,1,6,2,2,4
152,3,8,1,1,1,2,5,2,1,4,6,5
153,3,8,1,1,1,2,5,2,1,4,6,5
154,1,2,2,2,1,2,3,3,1,1,3,5
155,1,2,2,2,1,2,3,3,1,1,3,5
156,1,2,2,2,1,2,3,3,1,1,3,5
157,1,2,2,2,1,2,3,3,1,1,3,5
158,1,1,1,1,1,3,1,3,5,4,2,5
159,1,8,3,1,1,3,5,3,5,4,2,6
160,3,7,1,1,1,1,1,3,2,4,2,5
161,3,1,1,1,1,1,1,3,2,5,2,4
162,3,4,1,1,1,3,4,3,4,4,6,6
163,1,8,3,2,1,4,3,1,1,4,2,5
164,1,8,3,2,1,4,3,1,1,4,2,5
165,3,8,2,1,1,3,5,3,2,1,2,5
166,1,1,1,1,1,3,5,2,4,4,6,5
167,1,8,1,1,1,3,4,2,1,4,2,4
168,1,8,1,1,1,1,4,2,5,4,3,6
169,3,1,3,1,2,3,2,3,6,2,2,5
170,3,3,1,1,1,1,1,3,1,4,2,4
171,3,2,3,1,1,1,1,3,4,1,2,6
172,3,2,3,1,1,1,1,3,4,1,2,6
173,1,8,1,1,1,2,4,3,1,4,1,6
174,1,2,3,1,1,1,4,3,4,4,2,5
175,1,4,1,1,1,3,4,3,1,3,2,5
176,1,2,3,1,1,1,4,3,4,4,2,5
177,3,4,2,1,1,1,4,3,5,1,3,6
178,1,3,1,1,1,1,1,3,5,4,2,5
179,7,8,1,1,1,1,4,3,2,4,2,5
180,7,8,1,1,1,1,4,3,2,4,2,5
181,7,8,2,1,3,2,5,3,2,5,2,5
182,1,1,1,1,1,3,4,3,1,4,2,5
183,1,8,3,1,1,1,2,3,5,4,2,5
184,1,8,3,1,1,1,2,3,5,4,2,6
185,7,5,4,1,1,2,5,3,4,4,6,5
186,1,2,2,1,1,3,2,3,4,4,2,5
187,3,1,1,1,1,1,1,3,1,4,6,5
188,3,4,3,1,1,3,3,3,2,4,2,5
189,3,4,3,1,1,3,3,3,2,4,2,5
190,3,4,3,1,1,3,3,3,2,1,2,5
191,6,2,3,1,1,3,4,3,5,1,6,6
192,1,8,1,1,1,3,3,3,4,1,2,5
193,3,8,3,1,1,1,1,3,4,4,6,5
194,3,8,3,1,1,1,1,3,4,4,6,5
195,3,8,3,1,1,2,3,3,4,4,2,5
196,1,8,3,1,1,3,2,3,1,4,6,5
197,5,5,4,1,1,3,1,1,2,5,6,6
198,6,3,1,1,1,3,5,2,5,3,4,7
199,1,7,1,1,1,3,4,2,5,4,5,4
200,2,5,2,1,1,1,1,3,2,3,3,7
201,7,2,2,1,1,4,3,3,6,5,2,5
202,1,4,1,1,1,3,4,2,1,3,2,5
203,1,2,3,1,1,3,4,3,4,4,2,5
204,1,2,2,1,1,3,4,3,4,4,2,6
205,4,5,4,1,1,1,1,1,2,3,5,7
206,4,5,4,1,1,1,1,1,2,3,5,7
207,3,8,3,1,1,2,3,3,4,4,2,5
208,3,2,3,1,1,3,5,3,2,1,2,5
209,5,5,4,1,1,1,1,3,4,3,3,7
210,2,4,4,1,1,1,1,3,4,3,4,6
211,3,1,3,1,1,1,2,3,1,4,6,6
212,5,2,4,1,1,1,1,3,2,1,6,6
213,3,8,3,1,1,2,2,3,4,4,6,5
214,3,1,1,1,1,1,4,3,4,1,6,6
215,1,4,2,2,1,2,3,3,4,3,3,5
216,7,8,3,1,1,3,4,3,2,4,5,5
217,3,1,3,1,1,1,4,3,1,4,2,5
218,3,4,3,1,1,1,4,3,1,4,6,5
219,3,4,3,1,1,2,3,3,4,1,2,5
220,3,2,2,1,1,2,2,3,4,4,2,6
221,1,4,3,1,1,3,2,3,2,4,2,5
222,1,8,1,1,1,1,1,2,1,1,2,5
223,7,1,3,1,1,1,1,1,4,1,6,6
224,3,8,2,1,1,3,2,3,4,4,3,4
225,3,2,3,1,1,2,2,3,1,4,3,6
226,7,8,2,1,2,2,5,3,6,2,2,6
227,7,3,1,1,1,1,1,1,1,1,6,5
228,3,2,3,1,1,2,2,3,1,4,3,6
229,1,4,3,1,1,1,4,3,1,4,5,5
230,6,4,1,1,1,3,5,2,5,1,4,7
231,3,2,1,1,1,3,4,3,1,4,6,6
232,7,2,3,1,1,3,2,3,4,1,2,6
233,1,4,3,1,1,1,4,3,1,4,5,5
234,3,7,1,1,1,1,4,3,4,4,2,6
235,1,8,1,1,1,3,4,3,1,4,2,6
236,1,8,1,1,1,3,4,3,1,4,2,6
237,1,1,1,1,1,3,4,3,1,4,2,6
238,1,8,1,1,1,3,4,3,1,4,2,6
239,3,7,1,1,1,1,4,3,4,4,2,6
240,7,8,2,1,3,1,2,3,6,5,2,5
241,5,2,4,1,1,1,1,1,2,1,5,6
242,3,8,1,1,1,2,5,2,6,4,6,6
243,4,5,2,1,1,1,1,1,6,3,2,7
244,4,5,2,1,1,1,1,1,6,3,2,7
245,1,1,1,1,1,1,1,1,5,5,6,6
246,1,1,1,1,1,3,4,3,1,4,2,5
247,3,8,3,1,1,1,2,3,2,4,2,5
248,3,4,1,1,1,1,4,3,1,4,6,6
249,1,1,1,1,1,1,1,1,5,5,6,6
250,2,5,2,1,1,3,4,1,2,3,6,6
251,1,8,1,1,1,3,4,3,5,1,6,6
252,5,2,2,1,1,1,1,1,2,4,3,5
253,3,3,2,1,1,1,5,3,2,4,2,5
254,1,8,1,1,1,3,4,3,5,1,6,6
255,3,8,3,1,1,3,3,3,4,4,2,5
256,7,2,2,1,1,1,1,3,2,1,2,5
257,1,1,1,1,1,3,2,3,5,1,2,5
258,3,2,4,1,2,1,4,3,6,5,2,5
259,2,5,2,1,1,3,4,1,1,3,3,7
260,3,5,3,1,1,3,4,3,4,1,2,5
261,1,7,1,1,1,3,2,2,1,1,2,4
262,3,4,1,1,1,1,4,3,4,4,6,5
263,3,2,3,1,1,2,4,3,4,1,2,5
264,5,8,2,1,1,1,1,1,6,3,5,5
265,5,5,2,1,1,1,1,3,2,1,6,7
266,3,3,1,1,1,2,2,1,5,1,6,4
267,3,2,2,1,1,3,4,3,1,3,4,8
268,1,4,1,1,1,1,1,1,3,3,2,6
269,5,5,2,2,1,1,1,1,4,5,6,6
270,3,4,1,2,1,2,2,3,1,1,3,6
271,5,5,2,2,1,1,1,1,4,5,6,6
272,2,2,4,2,1,3,2,1,2,3,6,5
273,3,1,3,1,1,1,4,3,4,1,2,5
274,3,1,3,2,1,2,5,1,1,3,2,5
275,3,4,1,2,1,2,2,3,1,1,3,6
276,1,4,1,1,1,1,1,1,3,3,2,6
277,5,5,2,2,1,1,1,1,4,5,6,6
278,2,5,2,2,1,1,1,3,2,3,4,8
279,7,2,3,2,1,1,4,1,1,3,3,7
280,5,5,2,1,1,1,1,1,2,3,2,6
281,3,5,4,1,2,1,1,3,4,5,6,7
282,3,4,1,1,1,3,2,3,1,4,2,5
283,7,2,3,2,1,1,4,1,1,3,3,7
284,2,8,1,1,1,2,2,1,4,1,6,5
285,2,8,1,1,1,2,2,1,4,1,6,5
286,5,4,4,1,1,2,4,1,6,3,3,6
287,3,2,1,1,1,2,2,3,1,1,3,6
288,7,4,1,1,1,3,4,3,4,3,3,7
289,5,2,2,1,1,2,5,1,2,3,2,5
290,7,4,1,1,1,3,4,3,4,3,3,7
291,5,5,2,1,2,1,1,3,4,1,3,5
292,2,8,3,1,1,3,4,1,2,1,3,6
293,1,2,3,1,1,1,1,3,1,1,6,6
294,4,2,2,1,1,3,2,1,6,3,2,6
295,2,4,2,1,1,1,1,1,6,1,2,5
296,2,3,2,1,1,2,2,1,2,4,6,5
297,1,8,1,1,1,1,1,1,3,1,2,5
298,1,1,1,1,1,1,4,1,3,3,6,5
299,1,1,1,1,1,1,4,1,3,1,2,5
300,3,4,1,1,1,3,4,3,1,4,3,6
301,5,5,2,1,1,1,1,3,2,1,6,6
302,3,1,1,1,1,3,1,1,5,1,6,5
303,1,1,1,1,3,1,1,3,1,4,2,5
304,3,1,4,1,1,3,5,3,2,4,2,5
305,2,4,2,1,1,1,1,1,2,4,2,6
306,3,8,3,1,1,1,2,3,1,4,2,5
307,2,2,2,1,3,1,1,1,2,1,2,6
308,2,2,2,1,3,1,1,1,2,1,2,6
309,1,5,2,1,1,1,4,3,1,4,2,6
310,2,4,2,1,1,1,1,1,2,4,2,6
311,3,4,3,1,1,3,5,3,4,4,2,6
312,7,4,3,1,1,3,5,1,4,1,2,6
313,7,4,3,1,1,2,3,3,4,4,2,5
314,1,2,3,1,1,2,2,3,1,1,5,5
315,1,2,3,1,1,3,2,3,1,1,5,6
316,2,8,3,1,1,4,5,1,4,1,6,5
317,2,3,1,1,1,2,2,1,4,1,3,6
318,2,1,2,1,1,3,2,1,1,1,1,7
319,2,3,1,1,1,2,2,1,4,1,3,6
320,2,1,2,1,1,3,2,1,1,1,1,7
321,7,8,3,1,1,2,5,1,4,1,6,5
322,3,8,1,1,1,1,1,3,4,1,2,5
323,2,8,2,1,1,4,2,1,4,1,2,6
324,2,4,3,3,1,3,4,1,2,1,2,6
325,2,4,3,3,1,3,4,1,2,1,2,6
326,5,4,4,1,1,1,1,3,6,3,1,7
327,2,2,2,2,1,1,1,3,4,3,1,5
328,4,5,4,1,1,1,1,1,2,1,6,6
329,2,4,2,1,1,1,1,1,2,1,2,5
330,2,2,4,1,1,1,4,3,2,1,4,6
331,2,2,4,1,1,1,4,3,2,1,4,6
332,3,8,3,1,1,3,3,3,2,4,2,6
333,3,8,1,1,1,3,4,3,2,4,5,5
334,3,1,1,1,1,3,4,3,4,3,1,7
335,5,1,2,1,1,1,1,1,2,3,4,7
336,7,2,2,1,1,1,1,2,1,1,4,6
337,3,2,3,1,1,2,2,3,4,1,3,5
338,5,4,4,1,1,2,5,1,2,5,1,6
339,5,5,4,1,1,3,1,1,2,5,6,7
340,5,2,2,1,1,1,1,1,2,5,2,6
341,2,2,2,1,1,1,1,3,2,3,5,6
342,2,2,2,1,1,1,1,1,4,3,6,6
343,2,2,2,1,1,1,1,1,4,3,6,6
344,5,8,2,1,1,1,4,1,2,3,3,6
345,1,1,1,1,1,4,2,3,5,3,6,5
346,1,3,1,1,1,3,4,2,5,3,4,7
347,4,4,4,1,1,1,1,1,6,3,1,6
348,2,8,3,1,1,3,4,3,2,3,6,6
349,7,3,1,1,1,1,1,1,1,3,2,6
350,2,1,3,1,1,3,4,1,4,5,6,6
351,7,3,1,1,1,1,1,1,1,3,2,6
352,3,1,1,1,1,1,1,3,4,1,2,5
353,4,4,4,2,1,2,2,1,2,3,4,5
354,6,5,2,1,1,4,3,2,4,4,1,6
355,1,3,1,1,1,3,4,2,5,1,4,6
356,5,2,2,1,1,2,2,1,4,3,5,5
357,2,2,4,1,1,3,1,3,4,3,1,7
358,5,2,4,1,1,1,1,1,2,3,3,7
359,5,2,4,1,1,1,4,1,2,1,6,6
360,3,1,3,1,1,3,5,3,2,1,2,5
361,7,4,3,1,1,3,4,1,1,3,6,6
362,5,8,4,1,1,1,4,1,6,4,6,5
363,5,4,4,1,1,1,1,1,6,3,6,5
364,4,8,4,2,1,1,4,1,6,1,6,7
365,2,2,2,1,1,1,1,3,4,3,1,6
366,4,8,4,2,1,1,4,1,6,1,6,7
367,2,8,4,1,1,1,1,1,2,1,2,5
368,2,2,2,1,3,3,2,1,2,1,2,5
369,7,5,2,1,1,1,1,3,2,5,1,7
370,1,3,1,1,1,4,2,3,5,3,6,5
371,3,5,2,1,1,1,1,3,4,3,2,6
372,7,5,2,1,1,2,4,3,4,5,3,6
373,1,8,3,1,1,3,2,3,6,1,2,5
374,4,2,4,1,1,1,4,1,6,3,5,6
375,5,4,4,2,1,1,1,1,6,3,1,7
376,5,4,2,1,1,3,4,1,4,5,5,6
377,7,5,2,1,1,1,1,3,2,5,1,7
378,5,8,4,2,1,1,1,1,2,5,7,6
379,3,2,2,1,1,2,2,3,4,1,5,6
380,3,5,2,1,1,1,1,3,2,3,2,6
381,4,2,4,1,1,3,4,1,6,3,6,6
382,3,5,2,1,1,1,1,3,2,3,2,6
383,3,5,2,1,1,1,1,3,2,3,2,6
384,3,4,3,1,1,2,2,3,1,3,2,5
385,1,8,1,1,1,1,4,3,1,3,6,6
386,3,4,3,1,1,2,4,1,1,3,2,6
387,3,1,1,1,1,3,4,3,4,4,2,6
388,3,4,3,1,1,2,2,1,1,3,2,6
389,2,2,3,1,1,3,4,1,2,1,6,7
390,6,3,1,1,1,3,5,2,5,3,4,8
391,4,2,4,1,1,3,4,1,6,3,6,6
392,7,2,2,1,1,1,1,3,2,4,2,5
393,3,1,4,1,1,3,5,3,2,4,2,5
394,4,8,4,1,1,1,1,1,6,4,6,5
395,5,2,4,2,1,1,4,1,2,1,4,7
396,1,1,1,2,1,4,3,1,5,4,6,5
397,5,8,4,1,1,3,4,1,2,1,5,6
398,5,8,4,1,1,3,4,1,2,1,5,6
399,7,3,3,1,1,1,4,3,6,4,2,5
400,1,1,1,2,1,4,3,1,5,4,6,5
401,3,5,3,1,1,3,4,2,4,4,5,6
402,5,4,4,1,1,3,2,1,6,1,3,6
403,5,8,2,1,1,1,4,1,2,1,3,6
404,3,1,1,1,1,3,1,3,4,1,2,5
405,7,5,2,1,1,1,1,3,1,3,6,6
406,2,2,2,1,1,1,1,1,4,1,5,6
407,5,2,4,1,1,3,4,1,2,1,5,7
408,2,2,4,1,3,1,1,3,2,1,5,6
409,5,4,2,2,1,2,4,1,6,4,2,4
410,7,2,3,1,1,2,5,1,1,1,2,6
411,7,4,3,1,1,2,2,1,1,1,2,5
412,1,1,3,1,1,3,2,3,4,1,2,5
413,2,2,2,2,1,1,1,1,4,3,1,7
414,7,4,3,1,1,2,3,1,4,1,2,5
415,7,1,3,2,1,2,3,1,4,5,2,5
416,2,4,4,1,1,1,1,3,4,1,1,6
417,1,8,1,1,1,2,3,2,1,4,3,5
418,5,2,2,1,1,1,1,1,4,3,3,6
419,1,3,1,1,1,2,2,3,5,1,6,5
420,7,8,3,1,1,4,2,3,4,1,1,7
421,1,3,1,1,1,2,4,2,5,4,4,7
422,3,7,3,1,1,3,2,2,1,4,5,5
423,2,5,2,1,1,1,1,3,2,3,5,7
424,3,7,3,1,1,3,2,2,1,4,5,5
425,1,3,1,1,1,2,4,2,5,4,4,7
426,6,1,1,1,1,3,4,2,5,4,5,6
427,7,3,3,1,1,1,4,1,4,4,3,6
428,7,4,3,1,1,1,4,3,4,1,2,5
429,4,3,4,1,1,3,4,1,6,1,3,6
430,2,5,2,1,1,1,1,3,2,3,5,7
431,3,8,3,1,1,3,2,3,4,4,2,5
432,5,2,4,1,1,3,1,3,6,1,4,6
433,5,2,4,1,1,1,1,1,2,4,2,5
434,2,2,4,1,1,2,2,1,2,3,6,6
435,5,2,4,1,1,1,1,1,2,4,2,5
436,3,1,3,1,1,4,2,3,4,4,6,6
437,5,4,4,1,1,1,1,1,2,1,5,6
438,2,2,4,1,1,2,2,1,2,3,6,6
439,1,8,3,1,1,1,4,2,6,1,2,5
440,5,5,4,1,1,1,1,1,6,3,6,8
441,5,2,4,1,1,1,1,1,6,1,5,6
442,4,1,4,1,1,1,4,1,6,1,5,7
443,2,2,2,1,1,1,1,3,2,1,1,7
444,6,8,1,1,1,1,1,2,5,3,4,7
445,7,1,1,1,1,1,4,1,2,4,6,6
446,5,2,4,1,1,2,2,1,6,1,3,5
447,7,4,3,1,1,1,1,3,2,1,5,5
448,7,4,3,1,1,1,1,3,2,4,6,6
449,5,2,4,1,1,3,4,1,6,1,5,6
450,5,2,4,1,1,3,4,1,6,1,5,6
451,3,2,2,1,2,1,1,3,6,5,2,6
452,1,8,1,1,1,3,4,3,1,1,6,6
453,2,5,4,1,1,1,1,1,4,3,5,7
454,1,5,2,1,1,3,2,2,5,1,5,5
455,5,8,4,2,1,1,1,1,2,1,7,8
456,7,8,2,1,1,1,1,1,1,4,3,5
457,7,8,3,1,1,2,2,1,4,4,2,5
458,2,5,4,1,1,1,1,1,4,3,5,7
459,5,8,4,1,1,1,4,1,4,4,2,3
460,7,2,2,1,1,3,1,3,1,1,5,6
461,3,8,3,1,1,1,1,1,4,1,2,5
462,5,5,4,1,1,1,1,3,2,1,1,5
463,3,1,4,1,1,2,3,3,6,4,2,5
464,5,5,4,1,1,1,1,1,6,1,2,6
465,2,5,2,1,1,1,1,1,5,3,6,5
466,2,4,2,1,1,3,4,1,2,1,1,6
467,7,4,2,1,1,1,1,2,4,3,7,6
468,5,2,4,1,1,1,1,1,2,1,2,6
469,7,3,1,1,1,4,4,2,2,4,6,5
470,4,5,4,1,1,3,4,1,6,1,3,5
471,2,4,2,1,1,2,2,3,2,1,5,6
472,5,2,4,1,1,2,2,1,2,3,3,6
473,2,2,4,1,1,1,1,3,4,3,3,5
474,2,5,2,1,1,1,1,1,2,3,2,6
475,2,1,3,1,1,1,1,1,2,1,6,5
476,7,5,2,1,1,1,1,3,4,1,6,5
477,2,5,2,1,1,1,1,3,2,5,5,6
478,2,1,3,1,1,1,1,1,2,1,6,5
479,7,1,1,1,1,1,4,1,2,1,6,6
480,2,5,2,3,1,1,1,1,2,1,2,5
481,7,5,4,1,1,1,1,3,2,3,1,8
482,2,2,4,1,3,1,1,1,6,5,2,5
483,2,2,4,1,3,1,1,1,6,5,2,5
484,2,2,4,2,1,1,1,3,6,1,7,6
485,2,1,2,1,1,1,1,3,2,4,6,5
486,2,1,2,1,1,1,1,3,2,4,6,5
487,2,1,2,1,1,1,1,1,2,4,6,6
488,5,5,4,1,1,4,2,1,4,3,5,7
489,7,2,2,1,1,1,1,1,4,3,6,6
490,7,3,3,1,1,2,2,1,4,1,3,6
491,7,2,2,1,1,3,1,2,4,3,7,7
492,7,2,2,1,1,3,1,2,4,3,7,7
493,7,1,3,1,1,2,5,1,5,3,1,6
494,1,2,3,2,1,2,5,2,1,4,1,6
495,2,2,2,1,1,1,1,3,2,1,5,8
496,3,4,3,1,1,3,4,1,1,1,2,6
497,1,2,3,1,1,4,3,3,4,3,5,5
498,2,2,2,1,1,1,1,3,2,1,5,8
499,7,1,3,1,1,2,5,1,5,3,1,6
500,3,4,3,1,1,3,4,1,1,1,2,6
501,2,2,4,2,1,4,2,1,2,3,1,7
502,2,2,4,2,1,4,2,1,2,3,1,7
503,2,5,2,1,1,1,1,3,2,5,5,7
504,2,5,2,1,1,1,1,3,2,5,5,7
505,2,4,4,1,1,1,1,3,2,3,4,7
506,2,5,2,1,1,1,1,3,4,5,5,7
507,5,1,4,1,1,1,1,1,2,1,2,6
508,2,8,3,1,1,2,2,1,2,1,6,6
509,4,5,4,1,1,2,4,1,6,1,5,7
510,5,2,2,2,1,3,4,3,6,1,2,5
511,2,8,3,1,1,2,2,1,2,1,6,6
512,2,2,2,1,1,3,4,3,6,3,6,6
513,2,4,4,1,1,1,1,3,6,1,1,7
514,2,4,4,1,1,1,1,3,6,1,1,7
515,7,1,2,2,1,2,3,1,4,5,2,5
516,5,8,2,2,1,1,1,1,4,3,1,6
517,2,8,2,1,3,1,1,1,2,1,2,3
518,2,5,2,1,1,1,4,3,2,1,1,6
519,1,2,2,1,1,4,5,3,1,3,5,5
520,2,5,2,1,1,3,4,1,1,3,6,6
521,3,2,2,1,1,3,4,3,5,1,2,5
522,3,2,2,1,1,4,3,3,1,5,6,5
523,7,2,2,1,1,4,3,3,2,4,2,5
524,7,2,2,1,1,2,3,3,2,1,2,5
525,2,1,3,1,1,2,2,1,4,1,6,5
526,1,2,2,1,1,4,5,3,1,3,5,5
527,1,2,2,1,1,2,5,3,1,3,5,6
528,3,2,2,1,1,2,2,1,4,3,2,6
529,2,8,3,1,1,1,4,3,6,4,2,5
530,7,5,3,1,1,1,1,1,1,3,3,6
531,5,2,2,1,1,3,4,1,2,1,3,5
532,5,2,2,1,1,3,4,1,2,1,3,5
533,2,5,3,1,1,3,4,2,2,1,4,6
534,2,4,3,1,1,3,4,1,4,4,6,6
535,7,5,3,1,1,1,1,1,1,3,3,6
